property_id,listing_id,agent_id,location_id,property_type,bedrooms,bathrooms,square_feet,lot_size_sqft,year_built,listing_price,list_date,status,sold_price,sold_date,days_on_market,hoa_fee,garage_spaces,has_pool,has_basement,created_at,updated_at
PT0282563,LST0282563,AG01695,LOC0159,  Townhouse  ,5.0,4.5,2075.0,5250,2008.0,453100.0,2023-05-05,Active,,,61,283.0,1,Yes,No,2023-05-05,2023-05-05
PT0418414,LST0418414,AG00264,LOC0054,Single Family,2.0,1.0,2035.0,1048,2008.0,626100.0,2025-12-14,Sold,577690.0,2026-03-28,104,0.0,0,No,No,2025-12-14,2026-03-28
PT0365927,LST0365927,AG01238,LOC0229,Condo,5.0,2.5,2589.0,3403,1960.0,154800.0,2025-05-10,Sold,153176.0,2025-05-28,18,196.0,3,No,No,2025-05-10,2025-05-28
PT0410204,LST0410204,AG01179,LOC0031,Multi-Family,5.0,,759.0,3392,2004.0,211000.0,2026-04-16,Active,,,54,0.0,3,No,Yes,2026-04-16,2026-04-16
PT0295450,LST0295450,AG01844,LOC0092,Single Family,3.0,3.0,1119.0,6671,2002.0,-5000.0,2024-03-24,Active,,,42,0.0,3,Yes,Yes,2024-03-24,2024-03-24
PT0177872,LST0177872,AG02423,LOC0116,Apartment,6.0,1.5,2054.0,0,1926.0,722100.0,2025-05-06,Sold,690521.0,2025-09-13,130,496.0,3,Yes,No,2025-05-06,2025-09-13
PT0335812,LST0335812,AG01868,LOC0015,Single Family,6.0,4.0,1539.0,3582,1932.0,379700.0,2025-11-30,Active,,,168,0.0,3,No,No,2025-11-30,2025-11-30
PT0028427,LST0028427,AG01255,LOC0228,Apartment,4.0,,955.0,0,1948.0,580400.0,2023-09-21,Active,,,83,128.0,2,No,No,2023-09-21,2023-09-21
PT0394389,LST0394389,AG02755,LOC0012,TOWNHOUSE,4.0,4.5,2886.0,2962,1997.0,922900.0,2024-08-12,Sold,883934.0,2024-08-26,14,188.0,3,N,No,2024-08-12,2024-08-26
PT0178169,LST0178169,AG02931,LOC0150,Condo,2.0,2.5,2546.0,4540,1929.0,937000.0,04/07/2026,Sold,829394.0,2026-10-05,181,378.0,0,No,N,2026-04-07,2026-10-05
PT0082170,LST0082170,AG01619,LOC0237,Condo,6.0,4.0,3192.0,12774,2003.0,864100.0,2025-04-03,Withdrawn,,,118,62.0,2,No,No,2025-04-03,2025-04-03
PT0105021,LST0105021,AG00543,LOC0120,Single Family,2.0,4.0,2290.0,2267,1981.0,187800.0,2025-12-05,Sold,178848.0,2026-02-18,75,0.0,3,No,Yes,2025-12-05,2026-02-18
PT0323248,LST0323248,,LOC0006,Land,0.0,0.0,3432.0,7107,1947.0,699900.0,2025-12-29,Active,,,44,0.0,0,No,N,2025-12-29,2025-12-29
PT0203612,LST0203612,AG01813,LOC0077,Single Family,6.0,1.5,1901.0,8797,1974.0,"$372,500",2023-09-12,Sold,398238.0,2024-02-29,170,0.0,3,No,Yes,2023-09-12,2024-02-29
PT0149252,LST0149252,AG00060,LOC0089,Land,0.0,0.0,6205.0,1661,1923.0,2681600.0,2025-02-04,Sold,2416458.0,2025-04-08,63,0.0,0,No,No,2025-02-04,2025-04-08
PT0256811,LST0256811,AG02029,LOC0206,Single Family,1.0,3.5,2754.0,5871,1993.0,1208400.0,2023-09-15,Withdrawn,,,127,0.0,1,No,No,2023-09-15,2023-09-15
PT0319858,LST0319858,AG02703,LOC0096,Land,0.0,0.0,7476.0,17747,1900.0,454500.0,2026-06-14,Pending,,,63,0.0,0,No,No,2026-06-14,2026-06-14
PT0295009,LST0295009,AG00208,LOC0078,Single Family,-1.0,4.5,1907.0,5435,1964.0,"$665,200",2023-10-22,Sold,670875.0,2024-02-04,105,0.0,1,No,No,2023-10-22,2024-02-04
PT0298006,LST0298006,AG02596,LOC0201,Condo,3.0,2.0,1802.0,1157,1942.0,230000.0,2026-05-20,Withdrawn,,,176,260.0,0,No,No,2026-05-20,2026-05-20
PT0340698,LST0340698,AG00559,LOC0121,Condo,6.0,1.5,2498.0,8361,1969.0,1125200.0,2026-05-30,Active,,,65,163.0,1,No,No,2026-05-30,2026-05-30
PT0085617,LST0085617,AG02308,LOC0240,Single Family,6.0,2.5,2104.0,11452,1986.0,415300.0,2023-05-15,Sold,401452.0,2023-09-26,134,0.0,3,No,Yes,2023-05-15,2023-09-26
PT0343590,LST0343590,AG01850,LOC0188,Single Family,1.0,4.0,1920.0,4224,1932.0,256600.0,01/22/2024,Withdrawn,,,11,0.0,2,No,No,2024-01-22,2024-01-22
PT0473310,LST0473310,,LOC0045,Townhouse,3.0,3.5,1658.0,7104,1913.0,590500.0,03/16/2025,Sold,585962.0,2025-04-03,18,98.0,0,Yes,No,2025-03-16,2025-04-03
PT0210237,LST0210237,AG02195,LOC0112,Single Family,6.0,1.5,1769.0,12055,1900.0,339100.0,2025-03-20,Withdrawn,,,27,0.0,2,No,Yes,2025-03-20,2025-03-20
PT0064415,LST0064415,AG02698,LOC0085,Single Family,5.0,1.0,2137.0,3230,1930.0,304500.0,2024-04-16,Sold,292063.0,2024-07-27,102,0.0,2,No,Yes,2024-04-16,2024-07-27
PT0007853,LST0007853,AG00905,LOC0222,Single Family,6.0,1.5,2686.0,7342,1902.0,727600.0,2024-12-21,Sold,737724.0,2025-05-26,156,0.0,0,No,True,2024-12-21,2025-05-26
PT0006854,LST0006854,AG01058,LOC0020,Single Family,1.0,4.5,967.0,11331,1985.0,257500.0,2024-03-26,Active,,,95,0.0,2,No,Y,2024-03-26,2024-03-26
PT0053691,LST0053691,AG00883,LOC0056,Single Family,5.0,2.5,2920.0,1393,1968.0,1115000.0,2024-10-21,Sold,1078508.0,2024-11-11,21,0.0,0,No,Yes,2024-10-21,2024-11-11
PT0433881,LST0433881,AG02226,LOC0136,Condo,5.0,4.5,1975.0,6013,1972.0,392300.0,2024-02-25,Sold,369369.0,2024-04-12,47,255.0,1,No,No,2024-02-25,2024-04-12
PT0331327,LST0331327,AG02218,LOC0001,Apartment,3.0,3.5,1593.0,0,2020.0,342500.0,2024-08-11,Active,,,65,588.0,0,No,N,2024-08-11,2024-08-11
PT0172916,LST0172916,AG00702,LOC0023,Single Family,2.0,1.0,0.0,4130,2018.0,492400.0,2023-01-31,Active,,,132,0.0,2,No,Yes,2023-01-31,2023-01-31
PT0318962,LST0318962,AG00021,LOC0079,Townhouse,6.0,,1620.0,1947,2016.0,540500.0,2025-01-11,Active,,,102,473.0,0,No,No,2025-01-11,2025-01-11
PT0315550,LST0315550,AG01803,LOC0043,Townhouse,1.0,2.5,1715.0,1733,1913.0,,2024-03-22,Active,,,3,223.0,1,No,No,2024-03-22,2024-03-22
PT0165936,LST0165936,AG01885,LOC0008,Apartment,5.0,3.5,180.0,0,1936.0,27200.0,2023-06-28,Sold,30032.0,2023-12-27,182,,0,No,No,2023-06-28,2023-12-27
PT0060497,LST0060497,AG00926,LOC0226,Condo,6.0,1.0,2751.0,1036,1982.0,1021800.0,2024-11-16,Sold,1007892.0,2025-04-16,151,516.0,3,Yes,No,2024-11-16,2025-04-16
PT0293108,LST0293108,AG00659,LOC0072,Single Family,3.0,3.0,2234.0,5617,1945.0,71200.0,2024-02-29,Active,,,127,0.0,1,No,No,2024-02-29,2024-02-29
PT0018111,LST0018111,AG01186,LOC0244,Townhouse,4.0,4.0,2280.0,6471,1919.0,509200.0,2026-01-25,Active,,,179,171.0,3,No,No,2026-01-25,2026-01-25
PT0378374,LST0378374,AG01538,LOC0190,Condo,6.0,4.0,1711.0,4078,2021.0,279700.0,2026-03-25,Sold,292428.0,2026-04-22,28,502.0,3,No,No,2026-03-25,2026-04-22
PT0441493,LST0441493,AG02961,LOC0131,Single Family,2.0,3.0,1548.0,3440,,531500.0,06/04/2025,Sold,517951.0,2025-07-04,30,0.0,1,No,Yes,2025-06-04,2025-07-04
PT0005857,LST0005857,AG00991,LOC0231,TOWNHOUSE,6.0,3.5,1902.0,23963,2001.0,310900.0,2025-10-11,Sold,290748.0,2025-11-10,30,61.0,3,Yes,No,2025-10-11,2025-11-10
PT0006681,LST0006681,AG00039,LOC0184,Single Family,1.0,2.5,2172.0,1178,1996.0,1263300.0,2024-11-08,Sold,1238122.0,2025-02-11,95,0.0,3,No,No,2024-11-08,2025-02-11
PT0071626,LST0071626,AG00972,LOC0241,  Multi-Family  ,,4.0,4353.0,10529,1985.0,439100.0,2025-01-22,Active,,,56,0.0,3,No,Yes,2025-01-22,2025-01-22
PT0309738,LST0309738,AG01223,LOC0222,Single Family,5.0,3.0,1151.0,3062,1902.0,213600.0,2025-02-15,Active,,,76,,2,No,N,2025-02-15,2025-02-15
PT0306896,LST0306896,AG02654,LOC0048,Single Family,1.0,3.5,739.0,2696,1965.0,"$336,700",2024-01-20,Active,,,2,0.0,3,Yes,No,2024-01-20,2024-01-20
PT0072903,LST0072903,AG00526,LOC0121,Condo,3.0,1.0,2933.0,4010,1969.0,"$765,500",2026-06-11,Sold,787631.0,2026-07-31,50,641.0,1,No,no,2026-06-11,2026-07-31
PT0415528,LST0415528,AG02292,LOC0097,Single Family,5.0,,593.0,1085,1969.0,191000.0,2025-12-10,Sold,192393.0,2026-02-12,64,0.0,3,No,No,2025-12-10,2026-02-12
PT0015948,LST0015948,AG02753,LOC0234,Land,0.0,0.0,4294.0,2773,1911.0,1821100.0,2024-01-14,Withdrawn,,,132,0.0,0,False,No,2024-01-14,2024-01-14
PT0146602,LST0146602,AG00933,LOC0242,Apartment,6.0,2.5,1139.0,0,1942.0,373800.0,2024-10-24,Withdrawn,,,89,798.0,0,No,No,2024-10-24,2024-10-24
PT0046238,LST0046238,AG02286,LOC0165,Condo,1.0,4.0,,11721,1992.0,1248200.0,2023-12-15,Active,,,74,718.0,3,No,No,2023-12-15,2023-12-15
PT0183005,LST0183005,AG01761,LOC0085,Townhouse,4.0,4.5,785.0,2609,2019.0,198000.0,2025-04-14,Sold,181995.0,2025-09-17,156,219.0,3,No,False,2025-04-14,2025-09-17
PT0445898,LST0445898,AG01517,LOC0167,Apartment,4.0,3.5,,0,1928.0,64300.0,2023-03-13,Withdrawn,,,101,489.0,2,No,No,2023-03-13,2023-03-13
PT0424251,LST0424251,AG00027,LOC0247,Single Family,6.0,3.5,2685.0,3770,2012.0,548500.0,2024-05-15,Active,,,105,0.0,2,Yes,Yes,2024-05-15,2024-05-15
PT0370789,LST0370789,AG02386,LOC0153,Condo,3.0,,1233.0,5148,1930.0,489300.0,2025-04-10,Active,,,84,149.0,0,No,No,2025-04-10,2025-04-10
PT0346247,LST0346247,AG00808,LOC0210,Single Family,6.0,4.0,1907.0,2427,1905.0,788500.0,2023-02-15,Active,,,24,0.0,2,Yes,Yes,2023-02-15,2023-02-15
PT0251269,LST0251269,AG00184,LOC0217,Single Family,4.0,2.5,2272.0,2137,1968.0,420300.0,2026-03-19,Sold,349699.0,2026-05-16,58,0.0,0,No,No,2026-03-19,2026-05-16
PT0137537,LST0137537,AG02539,LOC0206,Townhouse,2.0,4.5,1996.0,12806,1980.0,474500.0,2025-08-28,Active,,,143,704.0,3,No,No,2025-08-28,2025-08-28
PT0049223,LST0049223,AG01514,LOC0056,Single Family,6.0,3.0,1408.0,2073,1931.0,824200.0,2024-05-08,Sold,801204.0,2024-10-31,176,0.0,3,No,False,2024-05-08,2024-10-31
PT0084354,LST0084354,AG00547,LOC0149,single family,1.0,3.0,2809.0,3437,1964.0,861300.0,2025-12-16,Sold,829719.0,2026-01-24,39,0.0,2,No,No,2025-12-16,2026-01-24
PT0341345,LST0341345,AG02293,LOC0077,Townhouse,4.0,3.0,1241.0,4608,1916.0,255400.0,2023-12-13,Sold,246380.0,2024-02-03,52,569.0,3,Yes,No,2023-12-13,2024-02-03
PT0054934,LST0054934,AG01023,LOC0241,Single Family,2.0,3.5,1762.0,5660,1916.0,"$231,200",2023-03-06,Sold,220124.0,2023-06-26,112,0.0,2,No,No,2023-03-06,2023-06-26
PT0181236,LST0181236,AG00109,LOC0102,Condo,6.0,3.5,2048.0,10621,1923.0,395000.0,2023-05-06,Sold,386324.0,2023-07-19,74,232.0,0,No,No,2023-05-06,2023-07-19
PT0245833,LST0245833,AG01469,LOC0068,Single Family,6.0,3.0,,2650,2008.0,117300.0,2023-02-24,Sold,123504.0,2023-07-28,154,0.0,0,No,Yes,2023-02-24,2023-07-28
PT0266535,LST0266535,AG02966,LOC0036,Single Family,4.0,1.5,1924.0,7078,1910.0,1182800.0,2025-07-16,Active,,,33,0.0,1,No,No,2025-07-16,2025-07-16
PT0422281,LST0422281,AG01215,LOC0066,Condominium,6.0,2.0,2218.0,3114,1919.0,577000.0,2023-08-03,Sold,530056.0,2023-10-11,69,641.0,2,No,No,2023-08-03,2023-10-11
PT0082906,LST0082906,AG00967,LOC0025,  Single Family  ,1.0,2.5,1479.0,2513,1965.0,357900.0,2023-01-21,Active,,,65,0.0,1,No,No,2023-01-21,2023-01-21
PT0308596,LST0308596,AG01675,LOC0088,Townhouse,4.0,3.5,4160.0,2102,1945.0,457700.0,2023-06-21,Active,,,30,684.0,3,No,No,2023-06-21,2023-06-21
PT0025583,LST0025583,AG00342,LOC0150,Single Family,1.0,3.5,2021.0,1861,1921.0,784700.0,2024-01-10,Active,,,73,0.0,1,No,True,2024-01-10,2024-01-10
PT0286816,LST0286816,AG01017,LOC0070,Single Family,1.0,1.5,2196.0,5151,2005.0,534200.0,2023-12-22,Active,,,120,,0,No,No,2023-12-22,2023-12-22
PT0095414,LST0095414,AG00197,LOC0072,Condo,6.0,2.5,1038.0,6954,1984.0,102700.0,2024-12-18,Sold,96232.0,2025-01-14,27,549.0,0,No,No,2024-12-18,2025-01-14
PT0401045,LST0401045,AG00033,LOC0204,Single Family,-1.0,3.5,1130.0,4073,2025.0,594500.0,2024-10-08,Sold,605760.0,2025-03-18,161,0.0,0,Yes,No,2024-10-08,2025-03-18
PT0320650,LST0320650,AG02762,LOC0091,Single Family,5.0,4.0,2010.0,1496,2007.0,628600.0,2025-03-16,Withdrawn,,,45,0.0,0,No,Yes,2025-03-16,2025-03-16
PT0221490,LST0221490,AG02372,LOC0090,Single Family,6.0,1.5,300.0,2810,2023.0,21400.0,2023-07-22,Active,,,18,0.0,0,Yes,No,2023-07-22,2023-07-22
PT0345897,LST0345897,AG01465,LOC0196,Multi-Family,4.0,4.5,3587.0,5173,1955.0,780900.0,2026-04-14,Active,,,14,0.0,0,True,Yes,2026-04-14,2026-04-14
PT0059026,LST0059026,AG00143,LOC0111,Condo,6.0,2.5,1355.0,4515,2003.0,247200.0,2025-06-30,Sold,232587.0,2025-11-03,126,769.0,1,No,0,2025-06-30,2025-11-03
PT0422160,LST0422160,AG00976,LOC0177,Single Family,5.0,3.5,1697.0,3674,1901.0,863500.0,2025-04-18,Sold,860952.0,2025-08-23,127,0.0,1,No,Y,2025-04-18,2025-08-23
PT0231549,LST0231549,AG00778,LOC0113,Condo,5.0,4.5,1549.0,2386,1924.0,357100.0,2025-09-08,Active,,,115,515.0,0,No,No,2025-09-08,2025-09-08
PT0211623,LST0211623,AG01081,LOC0089,  Condo  ,6.0,1.5,2572.0,7471,2005.0,987600.0,2024-05-30,Sold,872292.0,2024-07-10,41,220.0,2,No,No,2024-05-30,2024-07-10
PT0196083,LST0196083,AG00140,LOC0217,Townhouse,3.0,1.0,747.0,9984,1938.0,146200.0,2025-06-23,Sold,121387.0,2025-11-17,147,542.0,2,No,No,2025-06-23,2025-11-17
PT0372982,LST0372982,AG00409,LOC0144,Single Family,2.0,4.5,2465.0,7713,1928.0,920200.0,2026-01-09,Pending,,,35,0.0,1,No,Yes,2026-01-09,2026-01-09
PT0310932,LST0310932,AG00105,LOC0134,Condo,5.0,2.5,1909.0,3501,1905.0,708700.0,2025-05-18,Sold,654454.0,2025-11-02,168,216.0,3,0,No,2025-05-18,2025-11-02
PT0039675,LST0039675,AG00824,LOC0168,Single Family,6.0,2.5,1301.0,3804,1949.0,353200.0,2025-12-30,Withdrawn,,,64,0.0,2,No,No,2025-12-30,2025-12-30
PT0439006,LST0439006,AG02634,LOC0046,Condo,4.0,1.0,2473.0,7596,1930.0,430400.0,2025-09-08,Sold,422093.0,2025-11-13,66,83.0,0,No,No,2025-09-08,2025-11-13
PT0044906,LST0044906,AG00333,LOC0141,Multi-Family,5.0,1.0,4687.0,4217,2011.0,1289900.0,2025-05-15,Sold,1187067.0,2025-08-31,108,0.0,1,No,No,2025-05-15,2025-08-31
PT0007351,LST0007351,AG00337,LOC0249,Townhouse,6.0,1.5,2066.0,4417,1910.0,1262900.0,2023-11-03,Withdrawn,,,61,70.0,1,No,False,2023-11-03,2023-11-03
PT0410931,LST0410931,AG01796,LOC0185,Multi-Family,4.0,,6925.0,1689,1983.0,3837700.0,2024-07-11,Pending,,,24,0.0,2,No,Yes,2024-07-11,2024-07-11
PT0297542,LST0297542,AG01965,LOC0013,  Single Family  ,-1.0,2.5,1497.0,1030,1915.0,244400.0,2023-05-24,Sold,240048.0,2023-06-11,18,0.0,1,N,Yes,2023-05-24,2023-06-11
PT0404573,LST0404573,AG01401,LOC0199,Townhouse,4.0,3.5,,1746,1971.0,689400.0,2024-08-03,Sold,607326.0,2025-01-04,154,623.0,1,No,no,2024-08-03,2025-01-04
PT0001892,LST0001892,AG00955,LOC0001,Condo,4.0,4.0,1161.0,9944,1977.0,206300.0,22-Oct-2025,Sold,218064.0,2025-12-07,46,283.0,0,Yes,No,2025-10-22,2025-12-07
PT0253696,LST0253696,AG01176,LOC0128,Townhouse,4.0,2.5,2118.0,1743,1991.0,640800.0,2024-08-10,Active,,,176,103.0,3,No,No,2024-08-10,2024-08-10
PT0365595,LST0365595,AG01744,LOC0071,Single Family,4.0,4.0,1791.0,4744,2001.0,845600.0,2023-08-09,Active,,,3,,2,No,Yes,2023-08-09,2023-08-09
PT0100276,LST0100276,AG02869,LOC0147,Single Family,3.0,2.5,1790.0,5228,1955.0,369100.0,2026-06-09,Sold,335581.0,2026-09-30,113,0.0,0,no,No,2026-06-09,2026-09-30
PT0232868,LST0232868,AG01585,LOC9999,Single Family,1.0,3.5,2482.0,2973,1975.0,498600.0,2023-02-27,Sold,470847.0,2023-08-06,160,0.0,0,False,No,2023-02-27,2023-08-06
PT0149746,LST0149746,AG00771,LOC0177,Single Family,3.0,1.5,2316.0,1027,1976.0,847100.0,2025-08-07,Active,,,74,0.0,0,Yes,No,2025-08-07,2025-08-07
PT0341085,LST0341085,AG02553,LOC0104,Single Family,4.0,2.5,300.0,2685,1972.0,75500.0,2024-07-14,Active,,,127,0.0,1,True,No,2024-07-14,2024-07-14
PT0251986,LST0251986,AG01758,LOC0115,Condo,3.0,1.0,2342.0,5819,2004.0,552000.0,2026-06-20,Active,,,104,168.0,3,Yes,no,2026-06-20,2026-06-20
PT0453215,LST0453215,AG01012,LOC0014,townhouse,3.0,2.0,1610.0,2710,1984.0,"$479,700",2026-05-31,Sold,441345.0,2026-08-09,70,392.0,1,No,No,2026-05-31,2026-08-09
PT0112486,LST0112486,AG00854,LOC0193,Condo,4.0,4.0,2454.0,3701,1998.0,951200.0,2024-07-25,Sold,964225.0,2024-08-27,33,186.0,1,No,No,2024-07-25,2024-08-27
PT0148722,LST0148722,AG02839,LOC0029,Single Family,2.0,2.5,352.0,5368,1964.0,127400.0,2023-04-18,Active,,,141,0.0,1,No,Yes,2023-04-18,2023-04-18
PT0295960,LST0295960,AG01399,LOC0104,Single Family,6.0,3.0,1396.0,2955,1997.0,442800.0,2023-01-20,Sold,420452.0,2023-06-13,144,0.0,3,No,no,2023-01-20,2023-06-13
PT0001076,LST0001076,AG02142,LOC0093,Condo,1.0,3.0,2007.0,5804,2025.0,420200.0,2024-03-03,Sold,392155.0,2024-03-23,20,293.0,2,Yes,No,2024-03-03,2024-03-23
PT0138396,LST0138396,AG01288,LOC0127,SFH,1.0,4.5,796.0,2041,1993.0,505800.0,2023-02-04,Active,,,175,0.0,0,No,1,2023-02-04,2023-02-04
PT0165757,LST0165757,AG00425,LOC0045,Townhouse,4.0,4.0,902.0,10871,2006.0,252000.0,2025-02-24,Pending,,,104,351.0,2,No,No,2025-02-24,2025-02-24
PT0370417,LST0370417,AG01756,LOC0140,Townhouse,5.0,3.5,2524.0,7268,1914.0,,2026-03-13,Sold,744104.0,2026-03-18,5,148.0,3,no,No,2026-03-13,2026-03-18
PT0157663,LST0157663,AG01781,LOC0107,Land,0.0,0.0,5925.0,9571,1971.0,1533200.0,09/03/2024,Sold,1495791.0,2025-02-01,151,0.0,0,0,No,2024-09-03,2025-02-01
PT0162244,LST0162244,AG00761,LOC0222,Condo,5.0,1.5,2553.0,8988,1966.0,212196,2026-03-28,Sold,929093.0,2026-10-08,194,785.0,3,No,No,2026-03-28,2026-10-08
PT0487349,LST0487349,AG01612,LOC0135,Townhouse,2.0,3.0,2071.0,6006,1992.0,1010200.0,2023-11-19,Active,,,40,605.0,0,No,No,2023-11-19,2023-11-19
PT0452891,LST0452891,AG02225,LOC0200,Townhouse,3.0,2.5,1495.0,5209,1990.0,"$78,300",2023-04-16,Withdrawn,,,121,570.0,3,No,No,2023-04-16,2023-04-16
PT0200646,LST0200646,AG01692,LOC0027,Single Family,3.0,2.5,788.0,5012,1995.0,437400.0,2026-06-18,Active,,,74,0.0,0,No,No,2026-06-18,2026-06-18
PT0497251,LST0497251,AG01588,LOC0096,Single Family,2.0,3.5,678.0,1107,1997.0,161400.0,2025-01-21,Active,,,159,0.0,0,No,No,2025-01-21,2025-01-21
PT0261029,LST0261029,AG02094,LOC0158,Single Family,6.0,4.0,2246.0,1733,1979.0,532100.0,2026-02-12,Sold,502340.0,2026-04-16,63,0.0,3,No,Yes,2026-02-12,2026-04-16
PT0176778,LST0176778,AG01641,LOC0003,Condo,6.0,3.0,1577.0,1881,1981.0,,2024-05-04,Active,,,91,773.0,1,yes,No,2024-05-04,2024-05-04
PT0460790,LST0460790,AG00859,LOC0115,Multi-Family,6.0,2.0,2324.0,1571,2006.0,566900.0,2025-12-16,Sold,540175.0,2026-07-02,198,0.0,3,No,Yes,2025-12-16,2026-07-02
PT0487305,LST0487305,AG02359,LOC0096,Multi-Family,5.0,2.0,5560.0,1130,1927.0,760500.0,2025-07-29,Sold,764129.0,2025-08-14,16,0.0,1,No,Yes,2025-07-29,2025-08-14
PT0051402,LST0051402,AG00088,LOC0138,Single Family,3.0,3.0,2912.0,1602,1903.0,1682600.0,2023-05-27,Sold,1639311.0,2023-10-31,157,0.0,2,Yes,Yes,2023-05-27,2023-10-31
PT0067318,LST0067318,AG01638,LOC0075,Multi-Family,4.0,4.0,3549.0,5438,1976.0,819400.0,2024-08-28,Sold,799306.0,2024-11-03,67,,1,No,No,2024-08-28,2024-11-03
PT0225661,LST0225661,AG02415,LOC0132,Single Family,1.0,1.5,1656.0,1763,2007.0,518200.0,2025-10-15,Sold,461466.0,2026-01-18,95,0.0,3,No,Y,2025-10-15,2026-01-18
PT0473709,LST0473709,AG00436,LOC0149,Condo,1.0,1.0,,3172,1963.0,399700.0,2025-08-10,Active,,,164,394.0,1,Yes,No,2025-08-10,2025-08-10
PT0202010,LST0202010,AG02843,LOC0044,Single Family,5.0,2.0,1363.0,3533,1996.0,603300.0,04/20/2023,Sold,583670.0,2023-09-29,162,0.0,3,No,Yes,2023-04-20,2023-09-29
PT0092594,LST0092594,AG00694,LOC0217,Condo,2.0,1.0,1281.0,1377,1984.0,195500.0,05/31/2023,Sold,162019.0,2023-08-20,81,584.0,3,No,No,2023-05-31,2023-08-20
PT0193173,LST0193173,AG02507,LOC0082,Single Family,2.0,2.0,787.0,7249,1942.0,145300.0,2026-02-14,Pending,,,138,0.0,2,No,No,2026-02-14,2026-02-14
PT0055246,LST0055246,AG02212,LOC0162,Townhouse,2.0,3.5,2438.0,6371,1961.0,379300.0,2024-07-02,Active,,,158,596.0,1,no,No,2024-07-02,2024-07-02
PT0142374,LST0142374,AG00809,LOC0075,Apartment,6.0,2.0,1482.0,0,1903.0,320300.0,2026-06-08,Active,,,98,401.0,0,No,No,2026-06-08,2026-06-08
PT0168291,LST0168291,AG01086,LOC0185,Condo,2.0,3.0,1267.0,1554,1981.0,325600.0,2024-12-22,Sold,297062.0,2025-05-27,156,58.0,2,Yes,No,2024-12-22,2025-05-27
PT0132797,LST0132797,AG01330,LOC0145,Single-Family,1.0,4.5,1641.0,1334,1962.0,494800.0,2024-10-07,Sold,532954.0,2025-03-04,148,0.0,1,No,N,2024-10-07,2025-03-04
PT0413696,LST0413696,AG00472,LOC0230,Townhouse,3.0,1.0,2349.0,1957,1967.0,"$643,900",2024-10-01,Sold,631959.0,2025-01-04,95,50.0,0,No,No,2024-10-01,2025-01-04
PT0256933,LST0256933,AG00467,LOC0128,Single Family,5.0,4.5,1017.0,4370,1900.0,154400.0,2026-03-14,Sold,152620.0,2026-06-08,86,0.0,1,0,Yes,2026-03-14,2026-06-08
PT0425684,LST0425684,AG00329,LOC0108,Apartment,1.0,4.0,489.0,0,1984.0,39000.0,2025-10-26,Sold,37975.0,2026-02-21,118,609.0,3,No,No,2025-10-26,2026-02-21
PT0476143,LST0476143,AG02162,LOC0100,Single Family,6.0,2.0,831.0,4743,1933.0,124600.0,2023-03-31,Active,,,158,0.0,1,No,yes,2023-03-31,2023-03-31
PT0331210,LST0331210,AG01611,LOC0101,Townhouse,3.0,3.0,2122.0,3889,1984.0,550000.0,2024-03-02,Active,,,140,184.0,3,Yes,No,2024-03-02,2024-03-02
PT0263888,LST0263888,AG00432,LOC0156,  Apartment  ,6.0,4.5,1445.0,0,1972.0,632500.0,2024-03-11,Sold,615746.0,2024-06-21,102,57.0,2,No,False,2024-03-11,2024-06-21
PT0394330,LST0394330,AG02279,LOC0221,  Townhouse  ,6.0,4.5,1529.0,2043,1959.0,405200.0,2025-12-14,Active,,,41,641.0,2,No,False,2025-12-14,2025-12-14
PT0118458,LST0118458,AG02249,LOC0131,Single Family,4.0,1.0,2624.0,1091,1939.0,1102500.0,2023-09-27,Sold,1005439.0,2024-02-04,130,0.0,2,No,Yes,2023-09-27,2024-02-04
PT0231838,LST0231838,AG02480,LOC0152,Land,0.0,0.0,1610.0,4500,1920.0,404200.0,2025-10-17,Withdrawn,,,82,0.0,0,N,No,2025-10-17,2025-10-17
PT0048233,LST0048233,AG02549,LOC0100,Single Family,4.0,3.0,1284.0,2696,1925.0,155900.0,2024-12-16,Withdrawn,,,169,0.0,1,Yes,No,2024-12-16,2024-12-16
PT0404867,LST0404867,AG00637,LOC0249,Single Family,6.0,4.0,1065.0,4438,2015.0,240300.0,2023-09-26,Active,,,127,0.0,1,No,no,2023-09-26,2023-09-26
PT0342137,LST0342137,AG01733,LOC0191,Townhouse,5.0,4.0,2253.0,3958,1989.0,915300.0,2023-12-17,Withdrawn,,,83,703.0,1,No,No,2023-12-17,2023-12-17
PT0005860,LST0005860,AG00897,LOC0022,Condo,2.0,2.5,1444.0,3790,1987.0,656200.0,2026-03-08,Withdrawn,,,133,100.0,0,No,No,2026-03-08,2026-03-08
PT0295661,LST0295661,AG01600,LOC0058,Condo,3.0,4.5,1074.0,23195,1927.0,296400.0,2023-08-11,Active,,,137,219.0,0,No,No,2023-08-11,2023-08-11
PT0270682,LST0270682,AG01906,LOC0025,Single Family,4.0,1.0,300.0,1508,1925.0,88700.0,04/05/2024,Active,,,120,0.0,3,No,Yes,2024-04-05,2024-04-05
PT0137779,LST0137779,AG01862,LOC0007,Multi-Family,6.0,1.0,6183.0,3272,,2346300.0,2025-01-16,Sold,2169801.0,2025-06-19,154,,1,No,Yes,2025-01-16,2025-06-19
PT0298148,LST0298148,AG02030,LOC0032,Condo,5.0,3.0,2205.0,3410,1919.0,527900.0,2026-06-17,Active,,,114,195.0,1,Yes,No,2026-06-17,2026-06-17
